X,Y,B1,B4,B7,Ag,B,Al2O3,As,Au,Ba,Be,Bi,CaO,Cd,Co,Cr,Cu,F,Fe2O3,Hg,K2O,La,Li,MgO,Mn,Mo,Na2O,Nb,Ni,P,Pb,Sb,SiO2,Sn,Sr,Th,Ti,U,V,W,Y2,Zn,Zr,Gravity,Magnetic,type
264835.8479,4642498.573,13593,14560,17600,58.8604012,19.8439007,11.6559,3.5513201,1.21689,798.6279907,1.47618,0.171117,2.1640899,45.3296013,4.83213,14.9863997,10.6007004,279.4649963,2.0402601,5.6781502,3.49195,20.7796001,14.2915001,0.850927,417.8739929,0.750634,3.0750699,7.7178798,7.2582302,293.980011,13.2559004,0.464314,74.3707962,1.70534,333.07901,7.3619099,1547.839966,2.0567701,34.9309998,0.754372,21.3062,42.2806015,93.1679993,-141.371994,60.1232986,4
265835.8479,4642498.573,13777,15120,18522,63.4249992,17.6921997,11.1584997,3.6533201,2.50226,813.3339844,1.43218,0.174954,1.91835,42.7865982,4.4786901,12.7538004,8.7865105,280.2780151,1.89832,6.21452,3.3696799,19.6254997,13.7396002,0.738272,378.7799988,0.751823,2.94151,7.2645302,6.7501101,276.9020081,13.5536003,0.432142,74.6828003,1.67071,290.3089905,7.0465298,1411.150024,2.0107701,31.4769993,0.748942,20.8540001,38.4604988,88.8945999,-141.3500061,68.0119019,4
266835.8479,4642498.573,13959,15796,19925,67.5423965,15.5304003,10.7299995,3.8777101,3.83303,829.0770264,1.39013,0.180628,1.79267,40.8810997,4.3248501,11.3711996,7.6683698,279.6069946,1.80111,6.6702399,3.2272899,18.6408997,13.4730997,0.683569,343.0549927,0.733748,2.8176501,6.8984599,6.5187898,283.2409973,14.0338001,0.409231,74.6789017,1.6294399,241.7669983,6.9334102,1351.430054,1.98457,29.3167992,0.74079,20.6278,34.8955002,88.1046982,-141.3480072,75.7806015,4
267835.8479,4642498.573,13908,15153,18378,66.928299,14.0839996,11.302,3.6214199,2.4354701,789.6489868,1.4,0.152896,2.0002899,38.1795006,4.1928802,10.3247995,7.5427999,253.5720062,1.83357,8.9281197,3.08217,18.4892006,13.5,0.69071,350.7489929,0.741436,3.0110099,6.7036099,6.0785599,287.9289856,14.3107004,0.407856,74.3811035,1.70595,252.423996,6.98211,1355.709961,2.02143,30.2604008,0.728571,20.7964001,34.6896019,82.6788025,-141.2369995,119.8440018,4
268835.8479,4642498.573,13949,15434,18925,66.8442001,12.4073,11.8776999,3.34167,1.18627,747.2769775,1.4037499,0.130272,2.2098,35.4604988,4.0313902,9.9372396,7.4092498,228.6390076,1.8645999,11.2721004,2.9200699,18.2388992,13.5177002,0.690513,354.3590088,0.739576,3.20228,6.4456301,5.9040399,282.3670044,14.4399996,0.399655,74.0679016,1.77732,264.5079956,6.87115,1332.609985,2.0478201,31.0289993,0.722906,20.7154007,34.8484993,79.018898,-141.2480011,122.4110031,4
269835.8479,4642498.573,13739,14928,17742,69.1753998,12.9188995,12.1878004,3.91401,0.967962,799.8900146,1.43928,0.136033,2.28215,37.6773987,4.4211602,11.0059996,8.74224,238.701004,2.0188601,8.7171402,2.9999399,19.2528992,14.8992004,0.776393,387.0920105,0.817487,3.25035,6.8105402,6.36759,309.1719971,15.6350002,0.481382,73.3572998,1.84304,290.0599976,7.1711998,1487.069946,2.0999701,34.5980988,0.794948,21.8955994,40.5862007,86.816803,-141.227005,110.151001,4
270835.8479,4642498.573,13546,14649,17733,72.6154022,13.6092997,12.5105,4.5397902,0.534877,849.177002,1.48256,0.139504,2.3284099,41.797699,4.8365002,12.3650999,10.2210999,254.2749939,2.1951399,6.2079301,3.1020401,20.3656006,16.3437004,0.855281,429.9930115,0.908186,3.3017299,7.2043099,6.8456001,325.9880066,17.3300991,0.572835,72.6781998,1.92275,314.0840149,7.4099302,1634.880005,2.15675,38.4440002,0.872806,23.2231998,47.3922997,94.3499985,-141.2949982,99.5110016,4
271835.8479,4642498.573,13704,15028,17353,76.4597015,13.7435999,12.6856003,4.7000599,0.561091,862.3809814,1.54283,0.170348,2.2850001,43.2857018,4.88205,13.2208004,10.9675999,271.6270142,2.2667601,5.2505898,3.1521001,20.6389999,16.9818001,0.904601,429.54599,0.861844,3.3474801,7.33568,7.3996301,320.9590149,17.1252995,0.59785,72.6390991,1.95657,319.1390076,7.0928602,1690.310059,2.1428499,40.5488014,0.894985,23.5461998,50.2673988,96.9981003,-141.5370026,67.7370987,4
272835.8479,4642498.573,13699,15144,17566,77.6875992,13.7812004,12.8582001,4.8165798,0.519292,868.5930176,1.62159,0.210264,2.2617199,43.5792999,4.9320302,13.8950005,11.5101004,290.1730042,2.33974,4.11303,3.2014699,21.0303001,17.6436005,0.979967,426.4450073,0.819074,3.42061,7.5610499,7.9181499,330.3210144,16.6009007,0.611818,72.4608994,2.0062399,320.6080017,7.0602899,1774.310059,2.1754601,42.3800011,0.921133,24.1273003,51.6673012,100.7949982,-141.5679932,52.6861,4
273835.8479,4642498.573,13789,15304,17754,75.0719986,12.9482002,12.9496002,4.5359101,0.391441,833.2700195,1.63928,0.211151,2.2771201,42.1795006,5.0998998,15.4313002,11.6570997,313.9859924,2.40674,3.6429999,3.1203799,21.3962994,17.4678993,1.04389,434.3160095,0.893561,3.4871199,7.6178598,8.0676804,328.8210144,15.9038,0.593567,72.4464035,2.1744599,311.7879944,7.1286201,1814.040039,2.18572,44.7984009,0.994595,23.9501991,50.3993988,105.0680008,-141.6080017,33.0191002,4
277835.8479,4642498.573,13198,14030,16317,69.285202,15.6742001,12.6253004,4.2179599,0.372825,707.1790161,1.69997,0.199648,2.0627999,38.9299011,5.3677802,17.5629997,10.4968004,391.8049927,2.4482,2.53564,2.8146501,20.0214005,15.5535002,1.16176,396.322998,0.97614,3.6117799,7.5535402,8.4854603,301.855011,11.9863005,0.445362,73.2869034,2.5483799,265.1400146,6.7284799,1776.040039,2.1749899,46.9846992,1.07187,22.9566994,42.1724014,99.4262009,-139.4069977,25.0862007,4
278835.8479,4642498.573,13339,14360,16343,68.5263977,16.8624001,12.6393003,3.8800399,0.419845,700.5,1.69286,0.208314,2.09624,37.5376015,5.18363,17.8316994,9.6373301,355.1990051,2.3884301,2.4295299,2.79933,19.8297005,14.7598,1.1129301,373.7820129,0.870349,3.61444,7.4661899,8.5662003,297.2369995,11.1120996,0.416049,73.4098969,2.46156,261.1690063,6.7927399,1745.790039,2.1494801,45.9196014,0.971363,22.9382,38.8153,98.8051987,-138.8320007,22.0333996,4
279835.8479,4642498.573,13551,14896,17306,65.6076965,17.7730007,12.8806,3.7536399,0.385367,711.9609985,1.72853,0.235349,2.4059601,39.4276009,5.3676901,18.9631996,9.8211403,343.6430054,2.4235301,2.2142799,2.6900499,20.4246998,14.7603998,1.16602,380.9570007,0.767214,3.6421199,7.69275,8.9925404,314.0629883,11.3070002,0.429993,72.861702,2.506,272.9580078,6.9927201,1838.150024,2.1428599,47.6306992,0.922893,23.1711006,40.2559013,102.6760025,-137.3480072,10.4970999,4
280835.8479,4642498.573,13557,14871,17294,62.7695007,18.7621002,13.1159,3.41466,0.34462,720.3309937,1.76803,0.251599,2.6927199,41.5196991,5.66397,20.2425995,10.2875996,331.3800049,2.4814899,2.1524899,2.59038,21.0037003,14.9115,1.22465,389.0209961,0.643081,3.6591001,7.9077201,9.4088898,329.4089966,11.6132002,0.440025,72.3238983,2.5446401,285.9020081,7.17765,1932.839966,2.12007,50.0223999,0.857924,23.5046997,42.111599,107.2180023,-136.7749939,-3.4031799,4
281835.8479,4642498.573,13238,14197,16596,60.1430016,19.7040005,13.5281,3.10356,0.338576,704.78302,1.78927,0.285716,3.44965,40.2849998,6.4212899,23.0631008,11.4638996,339.0650024,2.6753099,2.4286499,2.47574,21.8568993,15.2068996,1.37424,426.2449951,0.612864,3.7121401,8.0785103,10.6174002,351.8880005,11.8248997,0.450352,71.3248978,2.4279399,297.9970093,7.5855899,2087.810059,2.11428,56.0628014,0.807152,23.5820007,46.8529015,108.9629974,-135.3809967,-6.4093099,4
259835.8479,4641498.573,13801,15062,17565,59.1692009,12.8797998,11.9453001,3.6259401,0.678019,695.3359985,1.86887,0.241738,3.86886,39.0447998,6.0324001,22.9878998,12.6076002,315.4760132,2.3164201,5.86973,2.82569,23.6023006,17.1587009,1.1276799,337.802002,0.816092,3.1427901,8.10147,12.0038996,419.8880005,13.2609997,0.410692,71.155098,2.0418301,342.2709961,7.2505698,1846.660034,2.13309,43.3742981,1.09352,22.3227005,32.1010017,144.6210022,-142.7510071,89.2062988,4
263835.8479,4641498.573,13865,15123,18604,58.2131996,19.0272999,12.0313997,3.36042,0.762662,737.9890137,1.54594,0.153813,2.9086201,45.8241997,5.3654499,15.6233997,12.4553003,285.4920044,2.27245,6.9122701,3.3013501,23.5890007,14.6282997,1.02845,450.9769897,0.81547,3.1768799,7.7266998,8.3808298,321.3880005,12.8739004,0.412335,72.0800018,1.64832,601.2769775,6.86202,1698.689941,1.94877,40.9724007,0.778952,21.3302994,47.9241982,108.9049988,-140.5350037,100.6959991,4
264835.8479,4641498.573,13978,15458,18756,45,29.8419991,12.6800003,2.8,0.42,658,1.5,0.18,2.51,43,5.3000002,12.6999998,16.1000004,294,2.3900001,5,3.8399999,21.2999992,15.1999998,1.04,608,0.81,3.23,8.8999996,6.5,350,13.1999998,0.34,71.7799988,1.717,254,8.1000004,1880,2.5,43.0999985,0.83,23.5,58.7000008,95,-140.4759979,101.0179977,4
265835.8479,4641498.573,13906,15396,18537,56.9543991,20.3596992,11.4909,3.1762199,1.1465,744.7230225,1.49577,0.166512,2.18009,42.3838005,4.8563199,12.4660997,10.5818996,260.8120117,2.09466,6.3929701,3.3684199,19.7085991,14.1077003,0.88369,433.6730042,0.796161,3.0213599,7.6131301,6.9271498,313.8580017,14.0948,0.383268,73.3901978,1.7172101,287.973999,7.1140199,1574.380005,2.0943201,35.089901,0.754673,21.5951004,43.8074989,91.7129974,-140.5570068,101.2870026,4
266835.8479,4641498.573,13905,15252,19153,60,20.9020004,10.0900002,3.3,0.45,845,1.4,0.15,1.47,48,4.5,8.1000004,7.4000001,218,1.9299999,7,3.25,18.2000008,14.3000002,0.65,371,0.93,2.5799999,7.1999998,6,267,15.1000004,0.45,74.6800003,1.533,223,6.6999998,1350,2.0999999,30.2000008,0.76,21,41.7000008,83,-140.4250031,111.4589996,4
267835.8479,4641498.573,13927,15326,19259,60.2304993,14.0865002,11.4315996,3.1995699,1.24359,733.4429932,1.4602799,0.136574,2.10883,37.7496986,4.0992498,8.7792702,7.33113,218.8760071,1.8849601,11.5528002,3.0420799,17.9547005,13.2312002,0.732381,362.2070007,0.8031,3.06376,6.8094602,5.9019599,306.4679871,14.4049997,0.370061,74.4367981,1.6928999,250.4279938,6.77946,1375.800049,2.0218899,29.6800995,0.690511,20.7066994,35.1212006,80.3574982,-140.5500031,133.0540009,4
268835.8479,4641498.573,14598,16142,18977,55,6.7270002,12.29,2.5999999,0.380001,623,1.4,0.1,2.3599999,30,3.3,5.0999999,6.3000002,158,1.74,25,2.6800001,16,11.5,0.57,331,0.88,3.3499999,5.9000001,5.1999998,239,12,0.29,75.7799988,1.446,252,6,1070,2,27.3999996,0.54,18.2999992,25.7000008,58,-140.5720062,134.0209961,4
269835.8479,4641498.573,13863,15185,18019,59.9511986,10.9631996,12.2494001,3.8597801,0.966667,746.026001,1.46948,0.129211,2.3529501,36.6836014,4.1296401,9.0418501,8.1233597,209.8190002,1.99738,11.3590002,2.9150701,18.4034004,13.9523001,0.76234,396.1170044,0.893985,3.29758,6.8157501,5.9092999,319.0780029,15.2923002,0.437545,73.8795013,1.66106,282.9949951,6.7913299,1443.099976,2.0274301,32.4693985,0.728162,21.3964005,37.9076996,83.3942032,-140.5749969,123.9670029,4
270835.8479,4641498.573,13703,14867,17855,51,11.3789997,12.54,5.3000002,0.27,827,1.5,0.14,2.26,42,4.5999999,10,10.1000004,206,2.1900001,6,3.01,19.5,15.8000002,0.77,502,1.2,3.29,7.3000002,6.0999999,300,17.8999996,0.61,73.5,1.345,308,6.9000001,1520,2.0999999,37.2000008,0.82,22.8999996,49.7999992,83,-140.5870056,113.7470016,4
271835.8479,4641498.573,13692,14714,17562,67.5194016,12.6634998,12.6021004,4.7010899,0.715256,849.2340088,1.53128,0.179373,2.3233399,41.1285019,4.51299,11.4587002,10.0838003,231.7420044,2.16888,5.54247,3.06267,20.0708008,16.0244999,0.838834,421.5740051,0.906116,3.36535,7.34936,6.7193799,326.2999878,16.6359005,0.546669,72.8766022,1.74351,314.1029968,7.0299802,1602.140015,2.0780699,36.8333015,0.826192,23.2856998,45.1313019,95.4772034,-140.8130035,60.5495987,4
272835.8479,4641498.573,13622,14819,17823,84,14.5240002,12.6000004,5.6999998,0.49,986,1.6,0.24,2.23,45,4.5999999,12.5,12,228,2.1700001,4,3.28,21.1000004,18,0.85,394,0.82,3.3199999,7.6999998,7.5,343,17.7000008,0.61,72.5,1.7359999,337,7.1999998,1680,2.0999999,38.2000008,0.79,25,47.5999985,95,-140.8150024,52.9272995,4
273835.8479,4641498.573,13761,15176,17795,72.0650024,12.1691999,12.8224001,4.2582598,0.531511,854.0079956,1.55972,0.21109,2.30163,39.844799,4.4548202,12.8395004,10.1584997,258.7909851,2.1735101,3.9862199,3.10358,20.7325001,16.3033009,0.872349,396.9649963,0.85069,3.45011,7.4662499,7.1605701,316.5889893,15.8877001,0.546033,72.8812027,1.8457,312.9070129,7.02915,1620.079956,2.10974,37.9057999,0.941329,23.2928009,44.5896988,104.3730011,-141.0939941,-6.1167898,4
274835.8479,4641498.573,13883,15438,17690,69,8.677,13.0799999,3.5,0.39,853,1.5,0.17,2.45,34,4,12.3999996,8.6999998,218,2.01,4,3.1600001,20.6000004,15.8999996,0.77,377,0.78,3.4100001,7.4000001,6.9000001,320,16,0.59,73.8499985,1.498,316,6.6999998,1530,2,35.7999992,1.1,22.2999992,42.5999985,114,-140.9620056,-1.62589,4
275835.8479,4641498.573,13650,14978,16895,68.3550034,12.3432999,12.7149,3.93958,0.328864,755.1719971,1.57261,0.215023,2.13785,40.3158989,4.6935301,12.9842997,10.5115004,362.20401,2.2642701,3.1068001,2.9286699,20.3027992,15.4863997,0.981606,397.4609985,1.00691,3.5722001,7.4233098,7.2660699,302.3009949,14.7166996,0.485269,73.379097,2.03861,278.8519897,6.8036299,1627.170044,2.13972,40.2868996,1.16544,22.1329002,44.3157997,101.7070007,-140.4109955,33.6310997,4
277835.8479,4641498.573,13276,14180,15925,68.2677002,15.0474997,12.4033003,3.9929099,0.337789,715.927002,1.5806,0.20664,1.94209,40.3289986,4.8291602,13.9452,10.1885004,395.4400024,2.3143599,2.3532,2.8600199,19.7210999,14.3761997,1.02165,375.4330139,1.0956399,3.5875399,7.29281,7.6564298,290.8619995,12.6115999,0.425042,73.7264023,2.1309099,255.6929932,6.5092301,1628.290039,2.1461,42.1464005,1.16251,21.6795998,40.7137985,93.9372025,-139.0420074,41.3003006,4
267835.8479,4640498.573,13914,15453,18658,58.3216019,13.5469999,11.7131004,3.13574,1.1021399,684.3969727,1.6357599,0.134828,2.69609,37.5009995,4.4144702,10.8653002,7.8395,237.2969971,2.0346899,8.8548498,3.0622201,18.9039993,13.7039003,1.01041,380.0079956,0.738189,3.20068,7.27877,6.5216799,414.7600098,15.9649,0.325359,73.078598,1.9379801,262.0700073,7.3179598,1675.060059,1.98928,31.0363007,0.710738,21.9862995,38.6949997,94.0753021,-139.0339966,158.5820007,4
268835.8479,4640498.573,14081,15468,18784,59.6537018,10.6464005,12.0383997,3.22995,1.13282,682.572998,1.5767,0.11207,2.98964,36.6319008,4.1959,9.4886103,7.4411702,224.548996,2.0095501,11.1568003,2.8834901,18.8740997,13.4440002,1.0597,364.5069885,0.763019,3.30968,7.1436501,6.1258702,498.4110107,15.6659002,0.324783,72.8403015,1.88511,276.506012,7.7374001,1804.089966,2.0102401,30.5153999,0.691272,21.5020008,35.1837006,99.0269012,-139.1300049,148.3890076,4
269835.8479,4640498.573,13990,15489,18575,59.6077995,11.0916004,12.3470001,3.6889999,1.43856,713.9780273,1.5428801,0.1256,2.6723199,36.8568993,4.2249498,9.8355303,7.8174901,220.5039978,2.0878401,9.0004797,2.88463,19.0321999,13.9390001,0.926873,387.5539856,0.777447,3.3721499,7.2500401,6.0606899,417.5660095,16.0142002,0.386744,73.0018997,1.86818,288.9609985,7.16465,1670.839966,1.96429,32.0632019,0.751052,21.9606991,39.2195015,104.8249969,-139.0039978,145.5399933,4
270835.8479,4640498.573,13703,14705,17491,59.5126991,11.0448999,12.665,4.1792202,2.0245399,740.6229858,1.5602601,0.146444,2.50791,37.5749016,4.31745,10.4527998,8.3172998,224.4320068,2.17661,6.8936801,2.8615401,19.1233006,14.3063002,0.838673,411.7319946,0.800115,3.4363401,7.3429198,6.13241,349.3559875,16.2185993,0.443778,72.8920975,1.8504601,300.276001,6.5771298,1557.229981,1.9231499,34.0617981,0.807978,22.9575005,42.4141998,111.4639969,-139.3419952,131.0469971,4
271835.8479,4640498.573,13800,14912,17778,63.9600983,12.1698999,12.6643,4.1926799,1.37967,788.0670166,1.60355,0.180736,2.4425299,41.6057014,4.3213501,11.1281004,8.9458199,232.496994,2.1810701,5.8933702,2.9438601,19.6602993,15.0314999,0.82999,404.3970032,0.798211,3.4428799,7.3928199,6.3568501,341.5339966,16.3533993,0.471402,72.7089996,1.86964,308.8150024,6.7248802,1578.680054,2.0071101,34.549099,0.833571,23.9281006,42.9132004,108.8960037,-139.3739929,119.973999,4
272835.8479,4640498.573,13691,14811,17986,68.7985992,13.4881001,12.7075996,4.1825399,0.745669,834.492981,1.61965,0.211354,2.39256,46.3189011,4.3871799,12.2123003,9.71698,241.2980042,2.20472,4.5777302,3.0064299,20.2257004,15.8078003,0.824512,399.5100098,0.790293,3.44665,7.4064002,6.6787901,323.8210144,16.4834003,0.496645,72.4707031,1.88086,319.5379944,6.7734599,1595.25,2.0527999,35.7061996,0.854594,24.2632008,44.3507004,106.0139999,-139.6889954,100.7860031,4
273835.8479,4640498.573,13706,14685,17170,64.0341034,12.3474998,12.8907003,3.6178401,0.606099,775.7780151,1.61072,0.239653,2.3517799,42.9300995,4.0392199,11.2783003,8.7427301,256.4949951,2.1092801,4.2143998,2.9835601,20.2248993,14.8891001,0.800699,392.822998,0.82607,3.56215,7.35356,6.2926798,303.2099915,15.7679005,0.449982,72.498703,1.8184299,293.5690002,7.2143998,1492.839966,2.1893101,33.1203995,0.885675,23.7823009,41.7960014,106.7129974,-139.9759979,75.5701981,4
274835.8479,4640498.573,13812,14865,17213,59.5192986,11.1907997,13.0443001,3.0253,0.409056,723.8779907,1.56496,0.261954,2.3160601,38.6958008,3.72925,10.6780005,7.7301898,267.4400024,2.0076499,3.8040099,2.97716,20.2928009,14.0625,0.782273,383.901001,0.860223,3.65957,7.3096199,6.0062499,279.6589966,14.9674997,0.403288,72.4639969,1.7768101,268.2770081,7.7165399,1395.089966,2.3315599,30.4668999,0.910885,22.8673992,38.7378006,108.7949982,-139.8379974,66.2555008,4
275835.8479,4640498.573,13809,15387,17754,67.531601,12.1799002,12.8593998,3.4139299,0.351113,740.9949951,1.5356899,0.24108,2.21509,39.7482986,4.1425099,11.5709,8.7489996,318.9530029,2.1259699,3.35741,2.94361,20.2856998,14.4816999,0.865642,381.2109985,0.937081,3.6300099,7.2571201,6.5032001,286.3479919,14.9177999,0.403562,72.9228973,1.8967,276.8540039,7.1396499,1491.349976,2.24648,34.2683983,1.00562,21.9393005,39.955101,110.1800003,-139.7409973,62.5792007,4
276835.8479,4640498.573,13397,14309,16653,74.8768005,13.099,12.7059002,3.7632101,0.296542,751.7589722,1.5708899,0.227215,2.1187201,41.2573013,4.5334001,12.3016005,9.6533604,372.8670044,2.2307999,2.9439199,2.9033799,20.2299995,14.8401003,0.945104,376.8359985,0.990438,3.6277499,7.2309799,6.9792399,298.7550049,14.9476995,0.400547,73.4222031,2.0559001,282.9790039,6.5988102,1582.229981,2.1630599,37.6464996,1.09132,21.7269993,41.5542984,112.0650024,-139.2610016,60.4770012,4
277835.8479,4640498.573,13095,13636,16394,73.8972015,13.6413002,12.4743996,3.6035399,0.34069,748.9520264,1.54287,0.207866,2.0625601,38.5718002,4.3964,12.8889999,8.7999697,343.3529968,2.2010601,2.5716901,2.9185901,19.7681999,14.0325003,0.913918,355.8580017,0.995665,3.5696499,7.1071601,7.04986,291.7219849,13.658,0.38964,73.7785034,1.99581,273.3720093,6.4928498,1568.02002,2.15358,37.6954994,1.03212,21.4573994,38.2722015,112.6500015,-138.6439972,51.332901,4
278835.8479,4640498.573,13261,14423,16851,73.6612015,14.5180998,12.2587996,3.4688799,0.384982,753.3809814,1.52118,0.184716,2.0160601,36.7034988,4.30439,13.6365995,8.0843801,316.598999,2.1900599,2.17664,2.92486,19.3346004,13.2636003,0.891925,336.5759888,0.995365,3.50179,6.9552202,7.1788702,285.9500122,12.4879999,0.379213,74.0963974,1.9506,265.4949951,6.3159399,1561.869995,2.11778,38.3278999,0.972938,21.1502991,35.3279991,112.3980026,-138.0919952,52.6286011,4
268835.8479,4639498.573,14307,15865,19544,62,11.0719995,11.8999996,3.4000001,0.88,684,1.7,0.079,4.1799998,42,4.4000001,9.3999996,7.6999998,260,2.1300001,5,2.9100001,21.2999992,14.5,1.75,359,0.7,3.4000001,8.1999998,5.9000001,1020,18.2999992,0.29,69.9499969,2.158,309,11,2960,2.2,29.7999992,0.73,24.1000004,33.2999992,134,-137.9559937,146.223999,4
269835.8479,4639498.573,14686,15981,20636,59.2872009,10.6761999,12.4682999,3.5364201,2.18999,676.4470215,1.66745,0.12843,3.1561999,37.3849983,4.3912401,10.9454002,7.6251798,239.4980011,2.1888299,6.6813202,2.8243101,19.6079998,13.7805996,1.1378,379.696991,0.667391,3.4516201,7.6655302,6.3685498,529,16.5695,0.329404,71.8314972,2.0799699,293.9710083,7.5279298,1918.459961,1.90424,32.1403008,0.770493,23.0186005,39.7318001,127.4369965,-138.3150024,151.8990021,4
270835.8479,4639498.573,13810,14873,17523,57,8.8529997,12.9700003,3.8,5.8000002,614,1.4,0.14,2.4200001,28,3.8,9.1999998,6,214,2.21,7,2.6500001,17.7000008,12.1000004,0.73,373,0.49,3.5999999,7.5,5.1999998,286,15,0.33,72.8499985,2.049,284,5.4000001,1330,1.6,30.3999996,0.85,21.5,35.5,148,-138.2019958,145.2810059,4
271835.8479,4639498.573,13770,14766,16995,61.0052986,11.9157,12.7806997,3.6754,2.0541899,727.0900269,1.659,0.178297,2.57517,42.7957001,4.2135601,11.2819004,7.9763098,235.2169952,2.21893,5.8540902,2.80445,19.2924995,14.1153002,0.824957,390.1849976,0.682359,3.51932,7.4038901,6.1226902,346.3179932,16.0674,0.395075,72.4766006,2.0018599,306.3500061,6.2933202,1551.420044,1.89537,33.1136017,0.837299,24.0734005,41.8362999,122.2470016,-138.6300049,158.3890076,4
272835.8479,4639498.573,13586,14594,17440,67,15.8979998,12.1499996,3.5999999,0.36,850,1.5,0.19,2.45,60,4.5,13.5,10.1000004,236,2.3099999,5,2.9200001,19.8999996,16.1000004,0.81,396,0.76,3.3199999,7.1999998,6.5,319,17,0.49,72.5999985,1.893,350,6,1680,1.9,35.7999992,0.94,22.5,45,107,-138.6009979,143.2180023,4
273835.8479,4639498.573,13613,14416,17050,56.2397003,12.5176001,12.9504004,2.9370301,0.6061,703.6140137,1.63541,0.262518,2.4159901,45.2505989,3.6681099,10.0978003,7.2834201,250.0010071,2.04228,4.37744,2.8770499,19.7961998,13.5663996,0.736656,386.6789856,0.796731,3.6607399,7.2477899,5.5388598,288.3169861,15.5303001,0.353498,72.023201,1.82039,275.178009,7.4609098,1373.369995,2.2755301,28.3747005,0.820602,23.9636002,38.5467987,110.427002,-138.9190063,170.8540039,4
274835.8479,4639498.573,13753,14596,16720,31,10.6040001,12.9700003,1.2,0.5,508,1.4,0.42,2.0699999,34,2,5.1999998,3.4000001,236,1.55,4,2.9300001,19.7999992,9.8999996,0.54,366,0.93,3.98,7.1999998,3.4000001,157,13.5,0.15,71.1200027,1.5319999,158,10.5,854,3,11.8000002,0.67,21.2000008,26.3999996,101,-138.826004,137.1159973,4
275835.8479,4639498.573,13684,14617,16853,65.9213028,11.8980999,13.0643997,2.8387499,0.376154,718.5479736,1.56503,0.273608,2.3068199,39.6043015,3.58267,10.0475998,6.8749399,278.7369995,1.97886,3.63395,2.9463301,20.2306004,13.4266005,0.749902,364.3680115,0.84203,3.72101,7.1191401,5.7316098,276.6380005,15.1684999,0.317879,72.4692993,1.80278,272.6830139,7.5114598,1353.160034,2.3540699,27.9559994,0.834791,22.4659996,36.0065002,119.4150009,-138.6080017,142.621994,4
276835.8479,4639498.573,13648,14998,17395,102,13.6120005,12.75,3.7,0.25,918,1.6,0.24,2.25,38,4.3000002,13.1999998,8.1999998,298,2.1400001,4,3.1300001,21.7999992,15.6999998,0.85,341,0.78,3.54,7.0999999,7,330,16.3999996,0.38,73.6200027,2.0999999,357,6.0999999,1660,2.2,34.5999985,0.87,22.8999996,39.5999985,141,-138.3040009,108.0589981,4
277835.8479,4639498.573,13575,14780,17144,80.2847977,12.5651999,12.5714998,3.2460799,0.342971,789.8510132,1.51335,0.204316,2.19677,37.7466011,4.0275502,12.0741997,7.5823002,294.5700073,2.11116,2.7603199,2.9667201,19.8386993,13.7650003,0.819058,338.5899963,0.89079,3.5434599,6.8891902,6.53269,294.5409851,14.8371,0.354946,73.778801,1.88493,293.3529968,6.3915501,1518.73999,2.1293099,33.9525986,0.900406,21.1846008,36.2519989,130.7160034,-137.6629944,59.6539001,4
278835.8479,4639498.573,13640,14964,17539,83,12.5559998,11.5600004,2.8,0.38,786,1.4,0.16,1.98,30,3.7,11.8999996,6.5999999,272,2.1400001,2,2.9400001,18.5,11.8999996,0.78,312,1.1,3.3099999,6.3000002,6.0999999,266,14.1999998,0.32,75.0999985,1.842,267,6.0999999,1480,2.2,34.4000015,0.93,20,32.4000015,137,-137.0939941,69.0289993,4
279835.8479,4639498.573,13609,15045,17500,78.1856003,13.7907,12.5248003,3.09132,0.416514,729.1040039,1.50055,0.180239,2.3013599,36.2944984,4.2905698,12.7299004,7.6094699,295.3649902,2.19052,2.20016,2.8418901,19.2630005,12.7306004,0.89093,330.0910034,0.754518,3.5683701,7.0592899,6.5303998,295.9909973,12.4412003,0.351185,73.8769989,1.96232,274.2799988,6.4302802,1642.680054,2.0954299,38.4460983,0.822834,21.4477005,35.4141998,130.1179962,-136.0379944,98.2297974,4
277835.8479,4638498.573,13870,15173,17592,70.5701981,10.8240004,13.1099005,2.9857199,0.368922,755.0360107,1.52502,0.195714,2.4658201,41.1071014,3.89291,11.5321999,7.2929802,270.7109985,2.03214,2.67871,2.9228599,19.2894993,13.7361002,0.776435,341.9700012,0.757093,3.67219,6.8857899,6.4751401,298.8320007,15.243,0.335357,72.9707031,1.7545201,290.6879883,6.5535798,1442.290039,1.96071,31.1317997,0.77997,20.2751999,36.3862,138.8240051,-137.1710052,67.1741028,4
278835.8479,4638498.573,13633,14947,17430,70.6706009,10.816,12.8099003,2.9660001,0.386557,753.7680054,1.51863,0.191378,2.37099,43.8908005,3.8499801,11.6486998,7.0388098,266.5610046,2.0099399,2.2664599,2.91291,18.8125,13.2449999,0.760017,330.1539917,0.75376,3.6363299,6.8249898,6.3298101,287.4909973,15.2603998,0.342303,73.5543976,1.77467,278.42099,6.5455098,1438.130005,1.8486,31.3605003,0.778813,19.6788998,35.7445984,138.7129974,-136.4329987,92.9764023,4
