,X,Y,type,B1,B4,B7,Ag,B,Al2O3,As,Au,Ba,Be,Bi,CaO,Cd,Co,Cr,Cu,F,Fe2O3,Hg,K2O,La,Li,MgO,Mn,Mo,Na2O,Nb,Ni,P,Pb,Sb,SiO2,Sn,Sr,Th,Ti,U,V,W,Y2,Zn,Zr,Gravity,Magnetic
0,414000,4690000,0,13235,14102,14612,55.5708008,10.2467003,13.9951,2.1417699,0.348913,612.6749878,1.38316,0.082498,3.83337,79.2810974,11.9540005,45.8261986,29.3757992,339.3540039,4.6265402,10.1422005,2.35815,18.4813995,14.8322001,2.9623301,673.7219849,0.672499,4.3607202,6.9352798,22.8918991,866.0109863,7.3390698,0.221783,64.1776962,1.19358,486.1589966,4.1710701,4382.209961,1.54751,117.1819992,0.424991,16.6784,43.0723,139.0339966,-135.2389984,94.5328979
1,413000,4689000,0,12520,11902,11733,54,11,16.0799999,2.2,0.2,515,1,0.06,5.1999998,80,17.8999996,97,44,330,6.5,10,1.75,17,16.1000004,4.7800002,892,0.56,4.5599999,8.1000004,43.0999985,1127,5.5999999,0.18,55.3400002,1.3,573,1.6,6800,1.95,185,0.4,22.5,42,130,-135.0700073,129.1179962
2,414000,4689000,0,12726,12449,12880,55.0620995,10.2151003,14.842,2.4035201,0.346144,594.1690063,1.42559,0.119725,4.1562099,83.1736984,12.5471001,48.6867981,32.1194992,347.8439941,5.1034398,11.3540001,2.2737999,16.6450996,15.4083004,3.1175301,738.9589844,0.665761,4.3523502,7.57969,22.8332996,913.0750122,8.2309904,0.231472,61.280201,1.22922,513.9639893,4.45823,4780.839844,1.6676,136.9459991,0.479909,20.5487003,43.7444,134.2120056,-135.1909943,124.9509964
3,414000,4688000,0,12474,12133,12485,52.2859993,10.7077999,15.1869001,2.4982901,0.29248,640.6060181,1.51388,0.151773,3.67433,81.0698013,10.5288,38.3142014,29.2327995,356.0660095,5.03967,9.8924303,2.4238801,15.7139997,14.8106003,2.74441,740.7189941,0.705358,4.3660598,7.54986,19.0657997,876.2280273,8.2138996,0.252856,62.1679001,1.26428,497.9079895,3.94259,4461.640137,1.57038,124.9660034,0.508199,21.8925991,44.7851982,136.1779938,-134.7510071,156.6269989
4,415000,4688000,0,12174,11980,12176,52.0121002,8.92871,15.7788,2.1250701,0.361856,637.8499756,1.65439,0.200297,3.5420799,88.2068024,9.8509197,29.1735001,28.1313992,374.2460022,4.9540501,11.6220999,2.5752599,17.0779991,15.1475,2.39768,724.8120117,0.709902,4.4140201,7.9766598,15.1513004,842.572998,9.0879698,0.252493,63.2284012,1.2992001,435.0369873,4.5619602,4301.5,1.48043,120.935997,0.55036,22.5681,46.2268982,140.0670013,-134.3170013,164.8869934
5,414000,4687000,0,12120,12453,13095,48.4655991,10.7953997,15.3590002,2.53246,0.247381,678.1569824,1.54742,0.157618,3.2830901,78.7316971,8.6920605,28.7115002,27.2616997,369.1099854,5.0528998,9.0408096,2.55234,15.1989002,14.2625999,2.4047,746.3060303,0.745335,4.3779602,7.6697502,15.6033001,868.3189697,8.0300798,0.283953,62.5196991,1.28759,481.67099,3.2751801,4274.410156,1.49388,117.3420029,0.537057,23.1133995,45.7373009,137.6210022,-134.3939972,177.1150055
6,425000,4681000,0,11373,10394,12079,52,11,13.79,3.8,1,586,1.3,0.34,3.75,120,11,33.2999992,37.2000008,444,5.4099998,10,2.3,16.3999996,19,2.1900001,1000,0.52,4.2800002,14.3999996,14.8999996,973,6.6999998,0.2,60.5,1.1,356,2.4000001,4890,1.5,119,0.8,32.4000015,77,207,-129.2319946,249.5720062
7,426000,4681000,0,11349,10412,12617,53.4154015,12.9365997,13.9442997,5.1347899,2.0831599,577.7009888,1.45549,0.312532,3.8786399,90.4908981,11.9758997,39.3931999,39.3353004,483.5169983,5.52001,9.8568001,2.31479,17.2236996,21.5140991,2.3106999,970.9240112,0.602467,4.0266299,14.6618004,17.6380005,974.3779907,7.34338,0.1877,62.1805,1.15081,365.2109985,3.0502601,4701.169922,1.7379,121.8059998,0.822154,33.8639984,73.523201,199.1000061,-130.9490051,252.8569946
8,427000,4681000,0,11521,10643,12744,53,11.5,13.0799999,6.0999999,3.9000001,516,1.7,0.3,4,100,10.8999996,39.5999985,31.7000008,454,4.8600001,10,2.3599999,17,20.8999996,2.1099999,862,0.6,3.8099999,14.1000004,16.3999996,804,8.1999998,0.17,62.5600014,1.2,347,3.9000001,3960,2.0999999,103,0.79,35.9000015,61.7000008,219,-131.753006,251.4429932
9,428000,4681000,0,11530,10769,12746,54.6773987,13.3778,13.7869997,7.1901102,2.22171,584.6569824,1.57055,0.317841,3.60642,76.6903,11.8115997,40.1136017,39.6417999,499.4670105,5.5108399,9.79671,2.35636,17.1068993,23.3848,2.29375,951.2639771,0.673413,3.9126401,14.4335003,18.0877991,973.1560059,7.95754,0.189954,62.7957001,1.17562,356.4070129,3.5369599,4511.629883,1.87605,118.6539993,0.841242,34.2075005,70.2314987,191.1239929,-133.8760071,249.3009949
10,300000,4674000,0,12433,11449,14346,45.6451988,31.7138004,11.6431999,4.7427802,0.898286,537.4160156,1.92465,0.173219,4.0721798,72.5009995,8.8098402,44.8165016,12.5634003,445.1470032,3.4619501,23.4967995,2.85903,23.9302998,17.7931004,2.08729,482.5130005,1.04825,3.6317999,8.21418,18.0797997,523.8280029,13.9575996,0.511047,68.1576996,2.1321599,313.7099915,6.67904,3240.810059,1.71289,60.780201,0.85856,20.4641991,35.6777,170.2180023,-136.1820068,-73.6418991
11,301000,4674000,0,12511,11609,15299,46.9623985,35.8703003,11.6248999,5.09902,0.961137,486.7579956,1.92589,0.184659,4.5057302,79.6057968,9.4179802,50.3041992,13.7312002,438.0840149,3.61409,25.4034996,2.7427499,21.5986996,17.1557999,2.35149,488.2780151,2.5418,3.63113,8.5570097,20.7350006,566.2979736,12.7468004,0.584855,66.592598,2.0448599,337.4360046,6.5397,3439.590088,1.78851,66.8733978,0.926339,20.8484001,36.1330986,161.7720032,-136.1029968,-84.3915024
12,299000,4673000,0,13005,12506,13713,48,27,11.3000002,4,0.72,555,1.85,0.17,2.75,90,5.4000001,26,10.1000004,500,2.6400001,8,3,27,16.5,1.22,369,1.03,3.4200001,8,10.8000002,412,16,0.37,73.8899994,1.8,260,8,2445,1.39,44,0.73,20,30,170,-139.5379944,-97.6188965
13,300000,4673000,0,12918,11933,12046,52.1213989,31.9631996,11.2707005,4.7718801,0.987898,514.3670044,2.0037799,0.202479,3.30041,80.4718018,6.04884,33.6579018,10.6886997,426.1340027,2.7899001,14.8206997,3.20415,23.5217991,17.7215996,1.6093,379.3500061,2.58442,3.6196301,9.0641098,12.8905001,455.3720093,15.2694998,0.507899,70.1091003,2.1788299,305.2600098,8.1919899,2595.030029,1.83428,46.7859993,0.845916,21.2866993,29.7154999,157.4720001,-139.8840027,-109.3199997
14,301000,4673000,0,13179,13252,16091,67,44,11.3100004,6,1.8,506,2,0.21,3.8499999,110,5.4000001,31,11.3000002,440,2.79,14,3.1500001,23,16.8999996,1.73,341,1.59,3.8900001,9,11.8000002,515,12,0.68,68.0899963,1.9,393,9,2803,2.5,45,1.1,22,28,161,-139.1829987,-112.7590027
15,299000,4672000,0,12790,12227,15079,48.9846001,21.7415009,10.7278004,4.3760099,0.589215,471.3630066,2.16502,0.230594,2.4052501,64.0330963,4.8443999,28.1963997,9.4316101,353.321991,2.27563,11.6414003,3.60941,22.2087994,18.6714993,1.2611001,333.1350098,0.861965,3.50915,10.1548996,10.9687996,375.4419861,18.3684006,0.396326,70.660202,2.6891501,233.9530029,9.1621199,1967.530029,1.73607,35.3129005,0.692026,22.5571003,23.9911995,137.6029968,-141.7559967,-124.1780014
16,300000,4672000,0,12891,12272,13894,51.7128983,23.6051998,10.7280998,4.6677799,0.70026,453.8519897,2.2128799,0.258934,2.59162,63.2103996,4.67134,28.8565998,9.5462503,348.5599976,2.27636,14.2852001,3.6464901,21.1070995,19.6499996,1.34281,321.5690002,3.1939499,3.54354,9.4288702,10.0284996,377.9509888,18.0006008,0.46354,70.418602,2.7393799,259.8049927,9.2143898,1979.910034,1.8928,35.8199005,0.755677,23.1786995,24.3920994,134.3540039,-141.2769928,-123.598999
17,301000,4672000,0,13217,14013,15895,54.0063019,27.3924999,10.7314997,4.6816201,0.791145,454.5150146,2.22563,0.273006,2.7330101,61.6425018,4.3935699,29.2943993,9.5687504,340.6799927,2.2552299,16.2308998,3.6886799,20.2026005,20.5895004,1.39912,306.2879944,4.8059702,3.58248,8.2763004,10.1527004,378.8959961,17.5984001,0.528294,70.1856995,2.70309,286.3680115,9.1311197,1974.030029,2.04828,35.9126015,0.817666,23.6499996,24.8764,131.147995,-141.4470062,-128.4190063
18,302000,4672000,0,13080,13356,14771,53.8911018,28.7465992,11.1229,5.6922898,0.714141,509.7139893,2.1683099,0.318952,2.8039401,64.273201,4.4780402,31.9262009,10.6597004,361.3909912,2.3633201,28.6371002,3.5773799,21.1061001,19.7516003,1.50306,334.4670105,12.2798996,3.5742199,8.6069002,11.9693003,412.7619934,17.566,0.547113,70.5157013,2.60022,311.9289856,9.0001497,2064.889893,1.9731899,41.8507004,0.871006,22.7509995,28.5690002,139.5590057,-141.0420074,-132.548996
19,303000,4672000,0,12861,12464,14152,53.9986,28.2145996,11.5267,6.4529901,0.63912,566.8170166,2.1313,0.354123,2.8766,66.3691025,4.6073298,34.2543983,11.4259005,378.4240112,2.4791701,40.3526001,3.4937601,22.9001999,18.7730999,1.59927,361.9379883,19.9619999,3.57551,8.8731699,13.6652002,440.4840088,17.5814991,0.567909,70.7108994,2.4878199,335.7900085,8.8121796,2142.879883,1.93349,47.4348984,0.905065,21.9365997,32.3423996,149.9960022,-141.0339966,-144.3209991
20,305000,4672000,0,12797,11981,12590,52.6804008,40.2523994,11.8346004,11.1338997,0.798874,614.3140259,2.0968499,0.289139,3.3617001,79.3927994,6.1564298,39.1576004,14.1707001,427.8729858,2.8168299,52.6619987,2.7358201,24.8314991,19.3768005,1.74904,423.9660034,5.02005,3.57988,9.5243397,16.5046005,503.6820068,16.1893005,0.779146,69.1762009,2.6856401,362.0299988,9.0584602,2436.77002,1.92156,53.9947014,1.09861,20.1420994,41.9868011,167.7960052,-141.151001,-167.2640076
21,306000,4672000,0,12929,12180,12413,52.0727997,40.0357018,11.7349997,11.5893002,0.929578,633.7130127,2.12252,0.296442,3.5242701,77.1416016,6.2676401,39.6423988,15.0177002,428.9190063,2.9598899,48.2117004,2.6582699,24.9283009,19.0002995,1.74643,438.8840027,3.6733999,3.6635201,10.3923998,16.1678009,483.3540039,15.4289999,0.771426,68.4669037,2.59657,360.1130066,9.0714102,2508.209961,1.98044,55.3568001,1.13139,20.4643993,44.3907013,174.7109985,-141.5769958,-177.0399933
22,298000,4671000,0,13816,15276,17739,50.5620003,17.1350994,10.4336996,4.5047998,0.36697,369.20401,2.3376801,0.258791,1.90285,58.4071999,4.2873402,34.7179985,9.9423704,280.1109924,1.99614,12.1541004,3.87958,17.1271992,20.0401001,1.24474,296.769989,0.702855,3.56077,17.4981003,9.4930801,326.2550049,19.7584991,0.429447,69.6704025,3.25284,206.5319977,11.5738001,1605.660034,1.87713,29.3969994,0.668998,23.3363991,20.4587994,116.2509995,-145.0800018,-165.098999
23,299000,4671000,0,13691,14864,16689,49,15,9.6300001,3.2,0.25,405,2.4000001,0.26,1.25,40,2.5999999,15,6.1999998,210,1.4400001,12,4.3800001,21,18,0.83,252,0.61,3.3800001,8,10.5,306,21,0.29,69.9400024,3.2,149,10,1044,1.79,18,0.53,25,13,99,-144.1009979,-151.6699982
24,300000,4671000,0,13775,15244,17853,50.7463989,17.1203003,10.1879997,4.2985601,0.38939,411.3569946,2.3880601,0.302355,1.85191,45.2383995,3.2593701,23.9309998,8.3763599,267.7569885,1.7497,12.8580999,4.08533,18.9230995,21.5491009,1.0583,261.5910034,2.8540699,3.46908,9.25949,8.3142996,300.1149902,20.6655006,0.41482,70.6855011,3.2192199,214.6589966,10.0755997,1356.310059,1.95186,24.6224003,0.664752,24.9503994,19.1599998,111.3980026,-144.9940033,-157.1519928
25,301000,4671000,0,13920,15768,17918,49,13,9.5600004,2.4000001,0.17,305,2.5899999,0.26,1.55,10,1.6,21,4.9000001,210,1.36,8,4.5500002,14,27.2000008,0.83,177,0.670004,3.3800001,7,1.2000099,175,23,0.54,72.6800003,3.5999999,191,10,814,1.95,14,0.56,27,17,82,-143.9920044,-148.9839935
26,302000,4671000,0,13844,15645,17541,52.6748009,19.6875,10.7356005,5.0717702,0.437619,482.756012,2.35815,0.40874,1.9676501,45.020401,2.9572301,26.2019997,9.2753496,290.5490112,1.78703,21.8785992,4.0995402,20.5674,22.1098003,1.15448,266.5490112,19.7968998,3.47597,8.4385796,9.0827799,300.6359863,21.3903008,0.456308,70.5403976,3.0190001,255.6880035,9.6064396,1412.52002,2.00038,28.7124004,0.76544,24.7528,23.8735008,120.0719986,-144.0160065,-149.2740021
27,303000,4671000,0,13564,14874,16746,56,20,11.2799997,4.5999999,0.42,563,2.4000001,0.64,1.55,40,2.3,25,8.1999998,280,1.61,28,4.5500002,24,20.7000008,1.15,266,64,3.3800001,9,3.7,262,24,0.36,69.0100021,2.5999999,257,9,1308,1.95,31,0.79,25,27,124,-143.4369965,-154.5220032
28,308000,4671000,0,12806,12509,14462,55.2416,41.6752014,11.5655003,10.6617002,0.957568,680.3720093,2.0430601,0.306843,3.6934099,73.2284012,6.8509102,40.2589989,17.9069004,386.9830017,3.1264999,28.8215008,2.4733,21.4757004,20.9445,1.87439,481.9389954,1.5804,3.7130301,11.7713003,22.0599995,482.0039978,14.7299995,0.769013,66.9159012,2.52981,366.1520081,8.9709797,2711.290039,2.26737,62.3237991,1.18404,20.4172001,46.8660011,183.6809998,-143.2180023,-167.2079926
29,296000,4670000,0,13994,15396,17941,51.5709,17.7145004,10.7025003,4.20927,0.310019,487.0710144,2.2039101,0.236426,3.20822,82.1470032,9.2726002,50.6441994,16.1938992,340.3779907,2.91342,14.5354996,3.2595,13.0355997,25.6620007,2.03301,435.6010132,0.646795,3.76108,16.2485008,21.6676006,438.0249939,18.3353004,0.730765,65.8843002,2.8534999,275.4079895,9.7137003,2554.949951,2.15435,57.9342995,0.927557,22.7143002,34.8961983,146.3999939,-144.4570007,-182.6940002
30,297000,4670000,0,13879,15486,18584,53.7492981,15.7407999,10.9132996,4.2389398,0.306185,425.4899902,2.24471,0.24237,2.6377699,77.2322998,6.5750198,49.0928001,13.6623001,297.5390015,2.5230401,13.4766998,3.4825699,14.1816998,22.6268005,1.66728,373.7149963,0.626758,3.63258,18.8139992,17.0928993,377.1040039,19.0228004,0.570207,68.6579971,3.0076001,255.8959961,11.1821003,2154.76001,2.0639701,45.3671989,0.802304,23.0112991,28.9701996,133.0500031,-145.2779999,-179.9340057
31,298000,4670000,0,14024,15748,18389,51.5726013,15.5358,10.5563002,4.7890801,0.298942,434.5029907,2.34709,0.274998,2.3394899,73.216301,5.7752099,39.0760002,11.7293997,283.5780029,2.23013,13.0718002,3.65885,16.9988003,21.9932995,1.45829,341.6570129,0.631427,3.55144,14.9301004,14.6801996,361.4719849,19.8213005,0.464688,68.6371002,3.22135,237.0850067,10.8571997,1859.150024,2.0982001,38.6458015,0.750386,24.0709991,25.3232994,127.0390015,-145.6889954,-173.8220062
32,299000,4670000,0,13807,15305,18223,49.8194008,15.4629002,10.2131004,5.2323599,0.318374,438.8859863,2.4528999,0.298887,1.97329,67.5419998,4.8268299,28.3950005,10.3557997,266.4639893,1.91351,12.4879999,3.8473599,19.9326,20.9461002,1.24546,306.552002,0.648446,3.4733801,11.0207996,12.4202995,343.7149963,20.2026005,0.368758,68.5127029,3.3635199,216.3480072,10.6705999,1562.800049,2.1392,31.0596008,0.69444,25.0676994,21.1898994,119.6309967,-146.0800018,-172.6009979
33,300000,4670000,0,13920,15445,18173,49.8571014,15.2854004,10.4236002,5.7648802,0.336414,445.0150146,2.46788,0.400008,1.8660901,53.2237015,3.8970399,26.3943996,11.1829996,266.7900085,1.76578,12.7147999,3.9705999,19.2866993,22.3066006,1.14222,277.5899963,2.9466901,3.45716,10.1077995,10.8903999,313.9509888,21.0354004,0.366754,69.7273026,3.4786201,225.7890015,10.6073999,1397.709961,2.11973,27.0028,0.736449,25.5713997,19.6791,117.0759964,-146.048996,-167.8059998
34,301000,4670000,0,13970,15237,17937,49.3638,15.1192999,10.6641998,6.4661798,0.360587,462.7980042,2.4721601,0.494787,1.94596,42.6034012,3.3395801,24.0678997,12.2180004,275.1879883,1.6898299,14.4205999,4.0562,18.0272999,23.6714001,1.07367,259.4590149,4.5270801,3.44645,8.9739904,9.7978897,292.4790039,21.8444004,0.384864,70.9017029,3.58988,241.5590057,10.3622999,1285.329956,2.0873201,24.5802994,0.780358,25.8950005,19.5128994,117.0770035,-145.779007,-161.6309967
35,302000,4670000,0,13612,14853,17542,48.9289017,16.8206997,10.8552999,5.9933801,0.37499,534.4790039,2.31864,0.455756,1.88752,48.9261017,3.11797,26.8202,11.9540005,276.428009,1.71997,18.4988995,4.04072,20.1063995,22.0935001,1.1342601,268.4970093,12.0263004,3.50247,8.7858896,16.8003998,306.743988,22.1429005,0.364639,69.6593018,3.1930499,249.5700073,9.8573999,1355.780029,2.05145,26.7133999,0.780364,24.8575993,22.3202991,123.3909988,-145.9450073,-152.9660034
36,303000,4670000,0,13680,15064,17317,47.7605019,18.6119003,11.1139002,5.5142698,0.384087,608.8140259,2.1475401,0.416409,1.83041,56.4640999,3.00597,30.2567997,12.0404997,285.5639954,1.80222,23.4857006,3.9749801,22.8066006,20.7033997,1.21817,285.4609985,19.7352009,3.55721,8.6755104,24.8799992,325.2399902,22.3927994,0.360875,68.5084991,2.77215,257.894989,9.2772503,1477.930054,1.98103,29.9976997,0.879835,23.6000004,26.1161995,132.0579987,-145.4400024,-160.802002
37,304000,4670000,0,13217,14068,16364,50.7832985,23.2479992,11.3570004,6.79245,0.403544,627.3969727,2.23563,0.377136,2.1391599,58.5723,3.4249101,31.0718994,12.8252001,307.8479919,1.92855,23.2143993,3.7318201,26.2126999,20.4643002,1.29998,307.2460022,12.1197996,3.54003,8.7856398,25.0279999,347.1409912,21.3575001,0.438899,69.0285034,2.9463601,283.3819885,9.3928204,1590.479981,2.0674601,35.4264984,0.932872,23.3570004,27.7140007,138.9629974,-145.6269989,-163.522995
38,297000,4669000,0,13650,14785,17474,66,12,11.6400003,3.2,0.31,551,2,0.24,3.3499999,80,7.9000001,62,17.5,280,3.04,14,3.04,16,24.5,1.9400001,456,0.5,3.6600001,12,19.8999996,437,18,0.59,69.8899994,2.3,327,9,2778,2.29,62,0.93,24,35,154,-146.9859924,-196.4940033
39,298000,4669000,0,13651,14968,18049,52.9341011,14.1976995,10.7104998,4.9672499,0.266188,497.6830139,2.35463,0.279192,2.7376399,87.3283005,7.1278901,42.8917999,14.1276999,286.2590027,2.4547,13.8397999,3.4383099,17.0760002,23.4680004,1.67277,385.6459961,0.5758,3.54268,12.3437004,20.4108009,396.6990051,19.4347992,0.512027,67.5052032,3.10673,267.1719971,10.2439003,2127.100098,2.3240099,47.3308983,0.828324,24.6765995,29.9857998,137.1950073,-147.9120026,-200.1029968
40,299000,4669000,0,13473,14500,17116,49,12,9.6000004,6.8000002,0.1,420,2.7,0.27,1.55,90,6.5,28,9.8000002,240,1.8099999,12,3.6800001,23,20.7000008,1.37,310,0.53,3.51,10,7.9000101,349,20,0.23,64.9400024,3.8,197,12,1532,2.5899999,32,0.67,27,20,117,-147.3509979,-186.7579956
41,300000,4669000,0,13587,15103,18236,48.3568001,13.6492996,10.6969004,7.4056902,0.300074,492.4620056,2.5374999,0.489549,2.08372,65.3121033,4.9274001,28.3946991,14.2296,275.8829956,1.86244,13.9850998,3.81004,19.1289997,23.0669994,1.26495,305.618988,2.0992501,3.4502299,10.6374998,14.0135002,338.1690063,21.3087006,0.340794,68.7296982,3.7244699,244.4149933,10.9174995,1503.930054,2.2756901,31.2698994,0.812176,25.9937992,21.6399002,125.8460007,-147.845993,-187.2619934
42,301000,4669000,0,13626,15080,18152,53,12,11.5600004,12.8000002,0.36,464,2.7,0.98,2.25,40,4.1999998,21,20.8999996,310,1.62,14,3.8599999,17,25.3999996,1.01,269,0.760001,3.3800001,11,1.6,306,23,0.25,72.7200012,4.8000002,278,12,1162,2.29,22,1.01,28,14,129,-147.1679993,-175.2630005
43,302000,4669000,0,13390,14217,17524,44.3515015,14.0930996,11.0556002,6.8803701,0.316929,591.2999878,2.2556901,0.50148,1.82268,54.2775002,3.39711,28.1352005,15.0050001,271.4030151,1.7143,16.2457008,3.92875,20.1492996,22.2478008,1.1418101,279.196991,4.4686198,3.5303099,9.2140598,25.6891994,318.5350037,22.7896996,0.291459,68.8785019,3.32216,244.9669952,10.0116997,1362.199951,2.0639999,26.0484009,0.897464,24.6861992,21.8999004,129.4420013,-147.0460052,-170.7429962
44,303000,4669000,0,13506,14786,17921,36,12,10.5900002,4.4000001,0.15,698,1.6,0.25,1.3,70,2.5999999,39,15.3000002,240,1.72,18,3.77,20,19.7999992,1.1900001,281,0.610002,3.8,8,58,349,24,0.2,65.1500015,2.5,209,9,1421,1.95,21,0.79,22,26,133,-146.5679932,-170.2019958
45,304000,4669000,0,13605,14787,17254,46.0722008,16.4668007,11.3374004,4.6530199,0.285326,664.7780151,2.2062199,0.318587,1.71787,56.2806015,3.0694201,29.6905003,13.2887001,270.4660034,1.76598,15.2623997,3.90203,28.7949009,20.1544991,1.1586,283.1640015,4.4888802,3.6396,8.7487202,36.0956001,310.4200134,22.6900005,0.303403,68.3871994,2.7872601,241.6560059,9.3169899,1414.869995,1.99744,29.1753998,0.935742,23.7399998,25.2138004,133.9589996,-146.1860046,-170.6569977
46,305000,4669000,0,13618,14891,17738,55,12,11.9799995,2,0.16,630,2.7,0.27,1.25,40,2.0999999,23,10.8999996,260,1.47,8,4.3000002,46,18.8999996,0.79,231,0.590002,3.6600001,9,34,218,24,0.18,71.6399994,2.9000001,191,10,1006,1.95,21,0.56,27,18,122,-145.8849945,-171.1900024
47,298000,4668000,0,13142,13832,16511,48.3574982,17.1436996,11.2168999,5.2997599,0.381473,594.3200073,2.29597,0.277489,3.7079401,110.7320023,8.5797796,46.6465988,18.1194992,344.3129883,2.88743,15.8586998,3.18875,17.0335007,25.5151997,1.92944,454.1109924,0.628941,3.4549601,12.0717001,35.1021004,463.1719971,19.2497997,0.683684,66.6772003,3.0069599,322.1719971,9.24932,2507.189941,2.41927,59.8997993,0.946833,23.5349007,40.4707985,157.6159973,-147.9349976,-199.8289948
48,299000,4668000,0,13091,13408,15778,45.1851006,17.3146,11.1823997,5.8965302,0.378884,582.2030029,2.4379001,0.312242,2.7174101,86.8100967,6.35356,40.7178001,16.6462994,315.7340088,2.4721,14.4890003,3.43594,21.3565998,24.4845009,1.69372,400.480011,0.629946,3.4630799,11.2116003,30.6399002,435.5090027,19.7096996,0.542518,67.4618988,3.3183801,296.6789856,9.81458,2177.889893,2.4588301,50.9272003,0.908505,24.5750008,32.6880989,149.0590057,-148.0650024,-196.1430054
49,300000,4668000,0,13239,14345,17604,43.3917007,16.6081009,11.2087002,6.4707398,0.457858,606.2349854,2.4203601,0.399211,2.5322001,73.2217026,5.50384,34.7537003,16.3395004,303.9360046,2.2323,15.3570004,3.6049099,20.3582001,24.3894005,1.5051301,362.0629883,0.638918,3.44751,10.2858,26.9451008,402.3850098,20.5351009,0.456838,67.922699,3.2713201,285.5450134,9.7139902,1919.48999,2.2897201,43.0057983,0.880379,24.5354996,29.9311008,143.7920074,-148.3359985,-193.7779999
50,301000,4668000,0,13502,14910,18170,42.3772011,15.9941998,11.2648001,7.0372601,0.538588,624.197998,2.4154799,0.495272,2.28613,57.5415001,4.598,28.8141003,16.0667,291.4429932,1.97192,16.0774002,3.8008001,19.8612003,24.1378994,1.31537,321.526001,2.1141901,3.4319799,10.0893002,21.8486004,364.6340027,21.3299999,0.358004,68.2969971,3.21608,273.0409851,9.7536602,1647.790039,2.1129701,35.2780991,0.849103,24.4475002,26.3083,137.0850067,-147.9470062,-183.1199951
51,302000,4668000,0,13672,15057,18424,39.8571014,15.3577003,11.3271999,5.57868,0.43683,677.6430054,2.2439799,0.406076,2.01617,57.1433983,4.0109301,27.8211994,14.4143,275.0050049,1.87754,16.5713997,3.8982,20.4284992,22.1361008,1.24754,304.3649902,2.8827901,3.51176,9.3930302,27.9016991,338.401001,21.9638996,0.332518,68.1020966,2.8607299,255.470993,9.3928404,1582.189941,1.9964499,32.966301,0.917144,23.6429005,25.8577003,136.6439972,-148.1990051,-177.2630005
52,303000,4668000,0,13660,15042,18195,37.1987991,15.4715004,11.4338999,4.5253801,0.354451,734.6900024,2.05704,0.314085,1.79886,58.9981003,3.57376,27.6420994,13.1092997,263.3269958,1.8310699,17.6532993,3.94403,20.9496002,20.1933994,1.18749,294.1149902,2.7178199,3.5920501,8.7130604,33.9718018,323.052002,22.4967995,0.316053,67.9232025,2.52795,244.1730042,9.05338,1548.140015,1.90273,31.3605995,0.9554,22.6765003,26.2178993,138.2590027,-147.4649963,-178.2550049
53,304000,4668000,0,13432,14458,17762,41.1761017,16.1070995,11.5971003,4.1930299,0.350723,721.15802,2.17241,0.297144,1.9018,62.1449013,3.8750899,27.8575993,13.3572998,274.2829895,1.92895,15.8583002,3.8403399,27.9256001,20.0750008,1.27395,305.0039978,2.9042101,3.62571,9.0356398,34.1932983,327.4360046,21.9286003,0.331073,68.0056992,2.55708,258.8590088,8.8570404,1609.150024,1.9207,36.0003014,1.3407201,22.6424007,27.3218994,141.8580017,-147.6399994,-179.4129944
54,305000,4668000,0,13189,13868,16191,44.8045998,17.3824005,11.6815004,3.96611,0.368914,704.3150024,2.2913301,0.273221,2.00845,64.1774979,4.1015401,28.4230003,13.4231997,286.6610107,2.04459,14.2962999,3.73648,34.8642006,20.0800991,1.37087,317.5979919,2.16116,3.6515999,9.3243904,33.8930016,328.8259888,21.2525005,0.362619,68.0182037,2.59495,270.4970093,8.7862902,1674.199951,1.95599,40.5540009,1.74169,22.6499996,28.7898006,145.2910004,-146.7140045,-174.6329956
55,301000,4667000,0,13393,14598,17948,34,17,10.9200001,4,0.96,748,2.4000001,0.29,2.55,70,4.5999999,29,13.8999996,280,2.05,18,3.8599999,21,24.5,1.47,342,0.59,3.3800001,10,31.7999992,393,20,0.32,64.3000031,2,271,8,1804,1.79,40,0.7,22,33,136,-147.6660004,-188.9790039
56,302000,4667000,0,13495,14714,18393,35.287899,17.5051994,11.6410999,4.69979,0.578935,767.3480225,2.2130201,0.309365,2.2723401,61.7158012,4.79105,28.3549004,14.1578999,283.5639954,2.0915501,17.5482006,3.8150499,20.4892006,22.1385994,1.36184,336.5690002,0.59199,3.49229,9.5889502,29.8190002,369.6130066,21.0335999,0.385472,67.3491974,2.4197099,272.7770081,8.7854204,1835.959961,1.95186,40.6460991,0.896447,22.4251003,30.7306004,145.8480072,-147.423996,-184.8480072
57,303000,4667000,0,13273,14156,16585,27,14,12.1999998,2.8,0.37,890,2.0899999,0.25,1.6,50,3.2,14,9.6999998,240,1.65,20,4.3800001,12,17,0.93,271,0.5,3.51,8,27.7000008,262,23,0.32,69.9800034,2,225,9,1487,1.64,30,0.67,22,25,140,-147.1430054,-182.7550049
58,302000,4666000,0,13433,14538,16414,37.8571014,23.5016003,11.9032001,5.5648398,0.605748,784.5289917,2.0992899,0.304654,2.7679501,60.7140999,6.58216,36.3600998,16.3792,318.2260132,2.5307901,17.3577003,3.4166999,22.6791,23.8220997,1.66757,394.6539917,0.641092,3.5060899,10.2855997,27.7931995,441.2770081,19.4283009,0.526834,66.7993011,2.48048,315.5499878,8.5002003,2265.100098,2.11619,53.1092987,1.02394,21.6427994,37.2879982,160.9329987,-147.2590027,-187.776001
